index,Package,Vulnerability,OS,Package_Version
5750,curl,CVE-2016-8622,alpine:v3.8,7.51.0
5751,curl,CVE-2016-8618,alpine:v3.8,7.51.0
5752,curl,CVE-2016-7167,alpine:v3.8,7.50.3
5753,curl,CVE-2017-1000100,alpine:v3.8,7.55.0-r0
5754,curl,CVE-2018-1000300,alpine:v3.8,7.60.0-r0
5755,curl,CVE-2017-8817,alpine:v3.8,7.57.0-r0
5756,curl,CVE-2016-8616,alpine:v3.8,7.51.0
5757,curl,CVE-2017-2629,alpine:v3.8,7.53.0
5758,curl,CVE-2016-9594,alpine:v3.8,7.52.1
5759,curl,CVE-2017-8818,alpine:v3.8,7.57.0-r0
5760,curl,CVE-2018-1000301,alpine:v3.8,7.60.0-r0
5761,curl,CVE-2016-5421,alpine:v3.8,7.50.1
5762,curl,CVE-2018-0500,alpine:v3.8,7.61.0-r0
5763,curl,CVE-2016-8615,alpine:v3.8,7.51.0
5764,curl,CVE-2017-1000101,alpine:v3.8,7.55.0-r0
5765,curl,CVE-2018-1000121,alpine:v3.8,7.59.0-r0
5766,curl,CVE-2018-14618,alpine:v3.8,7.61.1-r0
5767,curl,CVE-2017-7468,alpine:v3.8,7.54.0-r0
5768,curl,CVE-2016-8619,alpine:v3.8,7.51.0
5769,curl,CVE-2018-1000122,alpine:v3.8,7.59.0-r0
5770,curl,CVE-2016-5420,alpine:v3.8,7.50.1
5771,curl,CVE-2018-16842,alpine:v3.8,7.61.1-r1
5772,curl,CVE-2016-8621,alpine:v3.8,7.51.0
5773,curl,CVE-2016-8625,alpine:v3.8,7.51.0
5774,curl,CVE-2019-3822,alpine:v3.8,7.61.1-r2
5775,curl,CVE-2019-3823,alpine:v3.8,7.61.1-r2
5776,curl,CVE-2016-8617,alpine:v3.8,7.51.0
5777,curl,CVE-2017-1000099,alpine:v3.3,7.55.0-r0
5778,curl,CVE-2016-7141,alpine:v3.3,7.49.1-r2
5779,curl,CVE-2016-9953,alpine:v3.3,7.52.1-r0
5780,curl,CVE-2016-9594,alpine:v3.3,7.52.1-r0
5781,curl,CVE-2016-8617,alpine:v3.3,7.49.1-r4
5782,curl,CVE-2017-1000100,alpine:v3.3,7.55.0-r0
5783,curl,CVE-2016-8619,alpine:v3.3,7.49.1-r4
5784,curl,CVE-2017-7468,alpine:v3.3,7.52.1-r1
5785,curl,CVE-2016-8621,alpine:v3.3,7.49.1-r4
5786,curl,CVE-2016-7167,alpine:v3.3,7.49.1-r3
5787,curl,CVE-2016-8623,alpine:v3.3,7.49.1-r4
5788,curl,CVE-2017-1000257,alpine:v3.3,7.55.0-r2
5789,curl,CVE-2016-8624,alpine:v3.3,7.49.1-r4
5790,curl,CVE-2016-8622,alpine:v3.3,7.49.1-r4
5791,curl,CVE-2017-7407,alpine:v3.3,7.52.1-r1
5792,curl,CVE-2016-8618,alpine:v3.3,7.49.1-r4
5793,curl,CVE-2017-1000254,alpine:v3.3,7.55.0-r1
5794,curl,CVE-2016-8616,alpine:v3.3,7.49.1-r4
5795,curl,CVE-2016-5421,alpine:v3.3,7.49.1-r1
5796,curl,CVE-2016-9586,alpine:v3.3,7.52.1-r0
5797,curl,CVE-2016-5420,alpine:v3.3,7.49.1-r1
5798,curl,CVE-2016-5419,alpine:v3.3,7.49.1-r1
5799,curl,CVE-2016-9952,alpine:v3.3,7.52.1-r0
5800,curl,CVE-2017-2629,alpine:v3.3,7.52.1-r1
5801,curl,CVE-2017-1000101,alpine:v3.3,7.55.0-r0
5802,curl,CVE-2016-8620,alpine:v3.3,7.49.1-r4
5803,curl,CVE-2016-8615,alpine:v3.3,7.49.1-r4
5804,curl,CVE-2016-8619,alpine:v3.4,7.51.0-r0
5805,curl,CVE-2016-8615,alpine:v3.4,7.51.0-r0
5806,curl,CVE-2017-7468,alpine:v3.4,7.52.1-r2
5807,curl,CVE-2017-1000257,alpine:v3.4,7.55.0-r2
5808,curl,CVE-2016-8620,alpine:v3.4,7.51.0-r0
5809,curl,CVE-2018-1000300,alpine:v3.4,7.60.0-r0
5810,curl,CVE-2017-1000100,alpine:v3.4,7.55.0-r0
5811,curl,CVE-2016-8625,alpine:v3.4,7.51.0-r0
5812,curl,CVE-2018-1000005,alpine:v3.4,7.58.0-r0
5813,curl,CVE-2017-1000099,alpine:v3.4,7.55.0-r0
5814,curl,CVE-2016-8624,alpine:v3.4,7.51.0-r0
5815,curl,CVE-2016-7141,alpine:v3.4,7.50.2-r0
5816,curl,CVE-2018-1000120,alpine:v3.4,7.59.0-r0
5817,curl,CVE-2016-8622,alpine:v3.4,7.51.0-r0
5818,curl,CVE-2016-5420,alpine:v3.4,7.50.1-r0
5819,curl,CVE-2017-7407,alpine:v3.4,7.52.1-r2
5820,curl,CVE-2016-8621,alpine:v3.4,7.51.0-r0
5821,curl,CVE-2018-1000121,alpine:v3.4,7.59.0-r0
5822,curl,CVE-2017-1000101,alpine:v3.4,7.55.0-r0
5823,curl,CVE-2016-8617,alpine:v3.4,7.51.0-r0
5824,curl,CVE-2014-0139,alpine:v3.4,7.36.0-r0
5825,curl,CVE-2018-1000301,alpine:v3.4,7.60.0-r0
5826,curl,CVE-2016-8623,alpine:v3.4,7.51.0-r0
5827,curl,CVE-2016-5419,alpine:v3.4,7.50.1-r0
5828,curl,CVE-2016-7167,alpine:v3.4,7.50.3-r0
5829,curl,CVE-2016-5421,alpine:v3.4,7.50.1-r0
5830,curl,CVE-2017-2629,alpine:v3.4,7.52.1-r2
5831,curl,CVE-2017-1000254,alpine:v3.4,7.55.0-r1
5832,curl,CVE-2017-8817,alpine:v3.4,7.57.0-r0
5833,curl,CVE-2017-8818,alpine:v3.4,7.57.0-r0
5834,curl,CVE-2014-0138,alpine:v3.4,7.36.0-r0
5835,curl,CVE-2017-8816,alpine:v3.4,7.57.0-r0
5836,curl,CVE-2016-9594,alpine:v3.4,7.52.1-r0
5837,curl,CVE-2018-1000122,alpine:v3.4,7.59.0-r0
5838,curl,CVE-2016-8616,alpine:v3.4,7.51.0-r0
5839,curl,CVE-2016-8618,alpine:v3.4,7.51.0-r0
5840,curl,CVE-2016-8623,alpine:v3.6,7.51.0
5841,curl,CVE-2018-0500,alpine:v3.6,7.61.0-r0
5842,curl,CVE-2019-3822,alpine:v3.6,7.61.1-r2
5843,curl,CVE-2016-7141,alpine:v3.6,7.50.2
5844,curl,CVE-2018-16890,alpine:v3.6,7.61.1-r2
5845,curl,CVE-2017-8817,alpine:v3.6,7.57.0-r0
5846,curl,CVE-2018-1000005,alpine:v3.6,7.58.0-r0
5847,curl,CVE-2018-16839,alpine:v3.6,7.61.1-r1
5848,curl,CVE-2017-1000100,alpine:v3.6,7.55.0-r0
5849,curl,CVE-2016-5421,alpine:v3.6,7.50.1
5850,curl,CVE-2018-1000300,alpine:v3.6,7.60.0-r0
5851,curl,CVE-2016-8625,alpine:v3.6,7.51.0
5852,curl,CVE-2017-8818,alpine:v3.6,7.57.0-r0
5853,curl,CVE-2016-8615,alpine:v3.6,7.51.0
5854,curl,CVE-2018-1000120,alpine:v3.6,7.59.0-r0
5855,curl,CVE-2016-5419,alpine:v3.6,7.50.1
5856,curl,CVE-2016-8618,alpine:v3.6,7.51.0
5857,curl,CVE-2017-1000099,alpine:v3.6,7.55.0-r0
5858,curl,CVE-2018-1000301,alpine:v3.6,7.60.0-r0
5859,curl,CVE-2016-7167,alpine:v3.6,7.50.3
5860,curl,CVE-2017-2629,alpine:v3.6,7.53.0
5861,curl,CVE-2016-8622,alpine:v3.6,7.51.0
5862,curl,CVE-2017-1000101,alpine:v3.6,7.55.0-r0
5863,curl,CVE-2014-0138,alpine:v3.6,7.36.0
5864,curl,CVE-2018-1000121,alpine:v3.6,7.59.0-r0
5865,curl,CVE-2018-14618,alpine:v3.6,7.61.1-r0
5866,curl,CVE-2014-0139,alpine:v3.6,7.36.0
5867,curl,CVE-2018-16840,alpine:v3.6,7.61.1-r1
5868,curl,CVE-2017-7407,alpine:v3.6,7.53.1-r2
5869,curl,CVE-2018-16842,alpine:v3.6,7.61.1-r1
5870,curl,CVE-2016-9594,alpine:v3.6,7.52.1
5871,curl,CVE-2016-8617,alpine:v3.6,7.51.0
5872,curl,CVE-2016-8620,alpine:v3.6,7.51.0
5873,curl,CVE-2016-8616,alpine:v3.6,7.51.0
5874,curl,CVE-2017-1000254,alpine:v3.6,7.56.0-r0
5875,curl,CVE-2016-5420,alpine:v3.6,7.50.1
5876,curl,CVE-2016-8619,alpine:v3.6,7.51.0
5877,curl,CVE-2017-8816,alpine:v3.6,7.57.0-r0
5878,curl,CVE-2016-8624,alpine:v3.6,7.51.0
5879,curl,CVE-2018-1000122,alpine:v3.6,7.59.0-r0
5880,curl,CVE-2017-7468,alpine:v3.6,7.54.0-r0
5881,curl,CVE-2019-3823,alpine:v3.6,7.61.1-r2
5882,curl,CVE-2016-8621,alpine:v3.6,7.51.0
5883,curl,CVE-2017-1000257,alpine:v3.6,7.56.1-r0
5884,curl,CVE-2018-1000300,alpine:v3.5,7.60.0-r0
5885,curl,CVE-2017-8818,alpine:v3.5,7.57.0-r0
5886,curl,CVE-2016-8625,alpine:v3.5,7.51.0-r0
5887,curl,CVE-2017-1000100,alpine:v3.5,7.55.0-r0
5888,curl,CVE-2016-7167,alpine:v3.5,7.50.3-r0
5889,curl,CVE-2016-8620,alpine:v3.5,7.51.0-r0
5890,curl,CVE-2018-1000120,alpine:v3.5,7.59.0-r0
5891,curl,CVE-2016-8617,alpine:v3.5,7.51.0-r0
5892,curl,CVE-2017-1000099,alpine:v3.5,7.55.0-r0
5893,curl,CVE-2017-2629,alpine:v3.5,7.52.1-r2
5894,curl,CVE-2014-0138,alpine:v3.5,7.36.0-r0
5895,curl,CVE-2017-1000257,alpine:v3.5,7.56.1-r0
5896,curl,CVE-2016-8615,alpine:v3.5,7.51.0-r0
5897,curl,CVE-2018-16840,alpine:v3.5,7.61.1-r1
5898,curl,CVE-2016-8619,alpine:v3.5,7.51.0-r0
5899,curl,CVE-2016-9594,alpine:v3.5,7.52.1-r0
5900,curl,CVE-2017-8816,alpine:v3.5,7.57.0-r0
5901,curl,CVE-2018-16842,alpine:v3.5,7.61.1-r1
5902,curl,CVE-2016-8618,alpine:v3.5,7.51.0-r0
5903,curl,CVE-2016-8624,alpine:v3.5,7.51.0-r0
5904,curl,CVE-2017-7407,alpine:v3.5,7.52.1-r3
5905,curl,CVE-2016-8623,alpine:v3.5,7.51.0-r0
5906,curl,CVE-2017-1000254,alpine:v3.5,7.56.0-r0
5907,curl,CVE-2018-14618,alpine:v3.5,7.61.1-r0
5908,curl,CVE-2018-1000122,alpine:v3.5,7.59.0-r0
5909,curl,CVE-2016-5419,alpine:v3.5,7.50.1-r0
5910,curl,CVE-2016-5420,alpine:v3.5,7.50.1-r0
5911,curl,CVE-2016-5421,alpine:v3.5,7.50.1-r0
5912,curl,CVE-2014-0139,alpine:v3.5,7.36.0-r0
5913,curl,CVE-2017-7468,alpine:v3.5,7.52.1-r3
5914,curl,CVE-2018-16839,alpine:v3.5,7.61.1-r1
5915,curl,CVE-2017-1000101,alpine:v3.5,7.55.0-r0
5916,curl,CVE-2017-8817,alpine:v3.5,7.57.0-r0
5917,curl,CVE-2018-1000301,alpine:v3.5,7.60.0-r0
5918,curl,CVE-2016-8622,alpine:v3.5,7.51.0-r0
5919,curl,CVE-2018-1000121,alpine:v3.5,7.59.0-r0
5920,curl,CVE-2016-8616,alpine:v3.5,7.51.0-r0
5921,curl,CVE-2016-8621,alpine:v3.5,7.51.0-r0
5922,curl,CVE-2016-7141,alpine:v3.5,7.50.2-r0
5923,curl,CVE-2018-1000005,alpine:v3.5,7.58.0-r0
5924,curl,CVE-2018-0500,alpine:v3.5,7.61.0-r0
5925,curl,CVE-2016-8623,debian:10,7.51.0-1
5926,curl,CVE-2018-16839,debian:10,7.62.0-1
5927,curl,CVE-2019-5436,debian:10,7.64.0-4
5928,curl,CVE-2018-14618,debian:10,7.62.0-1
5929,curl,CVE-2016-8619,debian:10,7.51.0-1
5930,curl,CVE-2015-3148,debian:10,7.42.0-1
5931,curl,CVE-2017-8818,debian:10,7.57.0-1
5932,curl,CVE-2010-0734,debian:10,7.20.0-1
5933,curl,CVE-2016-9586,debian:10,7.52.1-1
5934,curl,CVE-2018-1000005,debian:10,7.58.0-1
5935,curl,CVE-2019-3823,debian:10,7.64.0-1
5936,curl,CVE-2016-7167,debian:10,7.51.0-1
5937,curl,CVE-2016-8618,debian:10,7.51.0-1
5938,curl,CVE-2017-8816,debian:10,7.57.0-1
5939,curl,CVE-2016-5420,debian:10,7.50.1-1
5940,curl,CVE-2014-8150,debian:10,7.38.0-4
5941,curl,CVE-2016-5419,debian:10,7.50.1-1
5942,curl,CVE-2016-8625,debian:10,7.51.0-1
5943,curl,CVE-2016-8617,debian:10,7.51.0-1
5944,curl,CVE-2013-2174,debian:10,7.31.0-1
5945,curl,CVE-2018-1000300,debian:10,7.60.0-1
5946,curl,CVE-2014-0139,debian:10,7.36.0-1
5947,curl,CVE-2016-8616,debian:10,7.51.0-1
5948,curl,CVE-2013-1944,debian:10,7.29.0-2.1
5949,curl,CVE-2003-1605,debian:10,7.10.7-1
5950,curl,CVE-2019-5435,debian:10,7.64.0-4
5951,curl,CVE-2017-7407,debian:10,7.52.1-4
5952,curl,CVE-2014-3613,debian:10,7.38.0-1
5953,curl,CVE-2009-2417,debian:10,7.19.5-1.1
5954,curl,CVE-2017-7468,debian:10,7.52.1-5
5955,curl,CVE-2015-3153,debian:10,7.42.1-1
5956,curl,CVE-2018-1000120,debian:10,7.60.0-1
5957,curl,CVE-2015-3145,debian:10,7.42.0-1
5958,curl,CVE-2014-0138,debian:10,7.36.0-1
5959,curl,CVE-2005-4077,debian:10,7.15.1-1
5960,curl,CVE-2016-8621,debian:10,7.51.0-1
5961,curl,CVE-2013-4545,debian:10,7.33.0-1
5962,curl,CVE-2018-16890,debian:10,7.64.0-1
5963,curl,CVE-2018-1000007,debian:10,7.58.0-1
5964,curl,CVE-2016-8622,debian:10,7.51.0-1
5965,curl,CVE-2017-1000101,debian:10,7.55.0-1
5966,curl,CVE-2018-1000122,debian:10,7.60.0-1
5967,curl,CVE-2016-7141,debian:10,7.51.0-1
5968,curl,CVE-2016-5421,debian:10,7.50.1-1
5969,curl,CVE-2019-3822,debian:10,7.64.0-1
5970,curl,CVE-2017-8817,debian:10,7.57.0-1
5971,curl,CVE-2014-0015,debian:10,7.35.0-1
5972,curl,CVE-2018-0500,debian:10,7.61.0-1
5973,curl,CVE-2016-8620,debian:10,7.51.0-1
5974,curl,CVE-2016-8624,debian:10,7.51.0-1
5975,curl,CVE-2005-0490,debian:10,7.13.0-2
5976,curl,CVE-2017-1000254,debian:10,7.56.1-1
5977,curl,CVE-2016-0755,debian:10,7.47.0-1
5978,curl,CVE-2011-3389,debian:10,7.24.0-1
5979,curl,CVE-2015-3236,debian:10,7.43.0-1
5980,curl,CVE-2012-0036,debian:10,7.24.0-1
5981,curl,CVE-2016-8615,debian:10,7.51.0-1
5982,curl,CVE-2014-3620,debian:10,7.38.0-1
5983,curl,CVE-2018-16840,debian:10,7.62.0-1
5984,curl,CVE-2007-3564,debian:10,7.16.4-1
5985,curl,CVE-2011-2192,debian:10,7.21.6-2
5986,curl,CVE-2015-3237,debian:10,7.43.0-1
5987,curl,CVE-2018-16842,debian:10,7.62.0-1
5988,curl,CVE-2013-6422,debian:10,7.34.0-1
5989,curl,CVE-2015-3144,debian:10,7.42.0-1
5990,curl,CVE-2014-3707,debian:10,7.38.0-3
5991,curl,CVE-2018-1000301,debian:10,7.60.0-1
5992,curl,CVE-2018-1000121,debian:10,7.60.0-1
5993,curl,CVE-2017-2629,debian:10,7.52.1-3
5994,curl,CVE-2015-3143,debian:10,7.42.0-1
5995,curl,CVE-2009-0037,debian:10,7.18.2-8.1
5996,curl,CVE-2005-3185,debian:10,7.15.0-1
5997,curl,CVE-2016-3739,debian:10,7.50.1-1
5998,curl,CVE-2017-1000100,debian:10,7.55.0-1
5999,curl,CVE-2006-1061,debian:10,7.15.3-1
6000,curl,CVE-2013-0249,debian:10,7.29.0-1
6001,curl,CVE-2017-1000257,debian:10,7.56.1-1
6002,curl,CVE-2019-5482,debian:10,#MAXV#
6003,curl,CVE-2019-5481,debian:10,#MAXV#
6004,curl,CVE-2019-5481,debian:10,#MAXV#
6005,curl,CVE-2019-5482,debian:10,#MAXV#
6006,curl,CVE-2019-5481,debian:10,#MAXV#
6007,curl,CVE-2019-5482,debian:10,#MAXV#
6008,curl,CVE-2016-7141,debian:8,7.38.0-4+deb8u13
6009,curl,CVE-2016-0755,debian:8,7.38.0-4+deb8u3
6010,curl,CVE-2016-8622,debian:8,7.38.0-4+deb8u5
6011,curl,CVE-2016-8624,debian:8,7.38.0-4+deb8u5
6012,curl,CVE-2016-5420,debian:8,7.38.0-4+deb8u4
6013,curl,CVE-2006-1061,debian:8,7.15.3-1
6014,curl,CVE-2018-1000120,debian:8,7.38.0-4+deb8u10
6015,curl,CVE-2009-2417,debian:8,7.19.5-1.1
6016,curl,CVE-2016-8619,debian:8,7.38.0-4+deb8u5
6017,curl,CVE-2014-8150,debian:8,7.38.0-4
6018,curl,CVE-2015-3145,debian:8,7.38.0-4+deb8u1
6019,curl,CVE-2009-0037,debian:8,7.18.2-8.1
6020,curl,CVE-2012-0036,debian:8,7.24.0-1
6021,curl,CVE-2013-6422,debian:8,7.34.0-1
6022,curl,CVE-2018-1000121,debian:8,7.38.0-4+deb8u10
6023,curl,CVE-2017-8817,debian:8,7.38.0-4+deb8u8
6024,curl,CVE-2015-3153,debian:8,7.38.0-4+deb8u2
6025,curl,CVE-2019-3823,debian:8,7.38.0-4+deb8u14
6026,curl,CVE-2018-1000301,debian:8,7.38.0-4+deb8u11
6027,curl,CVE-2011-2192,debian:8,7.21.6-2
6028,curl,CVE-2017-1000100,debian:8,7.38.0-4+deb8u6
6029,curl,CVE-2016-8623,debian:8,7.38.0-4+deb8u5
6030,curl,CVE-2014-3707,debian:8,7.38.0-3
6031,curl,CVE-2017-8816,debian:8,7.38.0-4+deb8u8
6032,curl,CVE-2017-1000254,debian:8,7.38.0-4+deb8u6
6033,curl,CVE-2003-1605,debian:8,7.10.7-1
6034,curl,CVE-2016-9586,debian:8,7.38.0-4+deb8u13
6035,curl,CVE-2013-4545,debian:8,7.33.0-1
6036,curl,CVE-2005-4077,debian:8,7.15.1-1
6037,curl,CVE-2018-16890,debian:8,7.38.0-4+deb8u14
6038,curl,CVE-2018-1000122,debian:8,7.38.0-4+deb8u10
6039,curl,CVE-2015-3144,debian:8,7.38.0-4+deb8u1
6040,curl,CVE-2014-3613,debian:8,7.38.0-1
6041,curl,CVE-2013-2174,debian:8,7.31.0-1
6042,curl,CVE-2016-5421,debian:8,7.38.0-4+deb8u4
6043,curl,CVE-2017-7407,debian:8,#MAXV#
6044,curl,CVE-2011-3389,debian:8,7.24.0-1
6045,curl,CVE-2017-1000101,debian:8,7.38.0-4+deb8u6
6046,curl,CVE-2015-3148,debian:8,7.38.0-4+deb8u1
6047,curl,CVE-2005-0490,debian:8,7.13.0-2
6048,curl,CVE-2019-5436,debian:8,7.38.0-4+deb8u15
6049,curl,CVE-2016-8615,debian:8,7.38.0-4+deb8u5
6050,curl,CVE-2010-0734,debian:8,7.20.0-1
6051,curl,CVE-2005-3185,debian:8,7.15.0-1
6052,curl,CVE-2016-8617,debian:8,7.38.0-4+deb8u5
6053,curl,CVE-2016-8616,debian:8,7.38.0-4+deb8u5
6054,curl,CVE-2014-0139,debian:8,7.36.0-1
6055,curl,CVE-2014-0015,debian:8,7.35.0-1
6056,curl,CVE-2017-1000257,debian:8,7.38.0-4+deb8u7
6057,curl,CVE-2014-3620,debian:8,7.38.0-1
6058,curl,CVE-2019-3822,debian:8,7.38.0-4+deb8u14
6059,curl,CVE-2013-1944,debian:8,7.29.0-2.1
6060,curl,CVE-2016-8625,debian:8,#MAXV#
6061,curl,CVE-2018-1000007,debian:8,7.38.0-4+deb8u9
6062,curl,CVE-2014-0138,debian:8,7.36.0-1
6063,curl,CVE-2018-16842,debian:8,7.38.0-4+deb8u13
6064,curl,CVE-2018-14618,debian:8,7.38.0-4+deb8u12
6065,curl,CVE-2016-7167,debian:8,7.38.0-4+deb8u13
6066,curl,CVE-2013-0249,debian:8,7.29.0-1
6067,curl,CVE-2007-3564,debian:8,7.16.4-1
6068,curl,CVE-2016-5419,debian:8,7.38.0-4+deb8u4
6069,curl,CVE-2016-8620,debian:8,7.38.0-4+deb8u5
6070,curl,CVE-2016-3739,debian:8,#MAXV#
6071,curl,CVE-2016-8621,debian:8,7.38.0-4+deb8u5
6072,curl,CVE-2018-16839,debian:8,7.38.0-4+deb8u13
6073,curl,CVE-2015-3143,debian:8,7.38.0-4+deb8u1
6074,curl,CVE-2016-8618,debian:8,7.38.0-4+deb8u5
6075,curl,CVE-2019-5482,debian:8,#MAXV#
6076,curl,CVE-2019-5482,debian:8,7.38.0-4+deb8u16
6077,curl,CVE-2019-5482,debian:8,7.38.0-4+deb8u16
6078,curl,CVE-2019-5482,debian:8,7.38.0-4+deb8u16
6079,curl,CVE-2016-0755,debian:unstable,7.47.0-1
6080,curl,CVE-2016-8620,debian:unstable,7.51.0-1
6081,curl,CVE-2017-1000101,debian:unstable,7.55.0-1
6082,curl,CVE-2017-1000100,debian:unstable,7.55.0-1
6083,curl,CVE-2017-2629,debian:unstable,7.52.1-3
6084,curl,CVE-2009-2417,debian:unstable,7.19.5-1.1
6085,curl,CVE-2017-1000257,debian:unstable,7.56.1-1
6086,curl,CVE-2015-3145,debian:unstable,7.42.0-1
6087,curl,CVE-2011-3389,debian:unstable,7.24.0-1
6088,curl,CVE-2017-8816,debian:unstable,7.57.0-1
6089,curl,CVE-2018-1000005,debian:unstable,7.58.0-1
6090,curl,CVE-2007-3564,debian:unstable,7.16.4-1
6091,curl,CVE-2005-0490,debian:unstable,7.13.0-2
6092,curl,CVE-2016-8623,debian:unstable,7.51.0-1
6093,curl,CVE-2017-7407,debian:unstable,7.52.1-4
6094,curl,CVE-2018-16842,debian:unstable,7.62.0-1
6095,curl,CVE-2017-8817,debian:unstable,7.57.0-1
6096,curl,CVE-2015-3153,debian:unstable,7.42.1-1
6097,curl,CVE-2016-8619,debian:unstable,7.51.0-1
6098,curl,CVE-2014-0138,debian:unstable,7.36.0-1
6099,curl,CVE-2016-8625,debian:unstable,7.51.0-1
6100,curl,CVE-2014-0015,debian:unstable,7.35.0-1
6101,curl,CVE-2017-8818,debian:unstable,7.57.0-1
6102,curl,CVE-2016-9586,debian:unstable,7.52.1-1
6103,curl,CVE-2018-1000121,debian:unstable,7.60.0-1
6104,curl,CVE-2016-5419,debian:unstable,7.50.1-1
6105,curl,CVE-2018-1000120,debian:unstable,7.60.0-1
6106,curl,CVE-2014-3707,debian:unstable,7.38.0-3
6107,curl,CVE-2018-16839,debian:unstable,7.62.0-1
6108,curl,CVE-2016-8624,debian:unstable,7.51.0-1
6109,curl,CVE-2011-2192,debian:unstable,7.21.6-2
6110,curl,CVE-2015-3237,debian:unstable,7.43.0-1
6111,curl,CVE-2009-0037,debian:unstable,7.18.2-8.1
6112,curl,CVE-2014-3613,debian:unstable,7.38.0-1
6113,curl,CVE-2017-7468,debian:unstable,7.52.1-5
6114,curl,CVE-2003-1605,debian:unstable,7.10.7-1
6115,curl,CVE-2005-4077,debian:unstable,7.15.1-1
6116,curl,CVE-2019-5435,debian:unstable,7.64.0-4
6117,curl,CVE-2018-1000301,debian:unstable,7.60.0-1
6118,curl,CVE-2015-3236,debian:unstable,7.43.0-1
6119,curl,CVE-2016-8615,debian:unstable,7.51.0-1
6120,curl,CVE-2016-8621,debian:unstable,7.51.0-1
6121,curl,CVE-2015-3148,debian:unstable,7.42.0-1
6122,curl,CVE-2016-8618,debian:unstable,7.51.0-1
6123,curl,CVE-2016-7141,debian:unstable,7.51.0-1
6124,curl,CVE-2018-1000007,debian:unstable,7.58.0-1
6125,curl,CVE-2016-8617,debian:unstable,7.51.0-1
6126,curl,CVE-2018-16890,debian:unstable,7.64.0-1
6127,curl,CVE-2018-1000300,debian:unstable,7.60.0-1
6128,curl,CVE-2019-3822,debian:unstable,7.64.0-1
6129,curl,CVE-2012-0036,debian:unstable,7.24.0-1
6130,curl,CVE-2006-1061,debian:unstable,7.15.3-1
6131,curl,CVE-2014-8150,debian:unstable,7.38.0-4
6132,curl,CVE-2018-0500,debian:unstable,7.61.0-1
6133,curl,CVE-2017-1000254,debian:unstable,7.56.1-1
6134,curl,CVE-2005-3185,debian:unstable,7.15.0-1
6135,curl,CVE-2013-1944,debian:unstable,7.29.0-2.1
6136,curl,CVE-2016-8616,debian:unstable,7.51.0-1
6137,curl,CVE-2018-1000122,debian:unstable,7.60.0-1
6138,curl,CVE-2013-2174,debian:unstable,7.31.0-1
6139,curl,CVE-2015-3144,debian:unstable,7.42.0-1
6140,curl,CVE-2016-8622,debian:unstable,7.51.0-1
6141,curl,CVE-2016-3739,debian:unstable,7.50.1-1
6142,curl,CVE-2013-6422,debian:unstable,7.34.0-1
6143,curl,CVE-2014-3620,debian:unstable,7.38.0-1
6144,curl,CVE-2016-7167,debian:unstable,7.51.0-1
6145,curl,CVE-2014-0139,debian:unstable,7.36.0-1
6146,curl,CVE-2019-5436,debian:unstable,7.64.0-4
6147,curl,CVE-2010-0734,debian:unstable,7.20.0-1
6148,curl,CVE-2018-14618,debian:unstable,7.62.0-1
6149,curl,CVE-2013-0249,debian:unstable,7.29.0-1
6150,curl,CVE-2019-3823,debian:unstable,7.64.0-1
6151,curl,CVE-2018-16840,debian:unstable,7.62.0-1
6152,curl,CVE-2016-5421,debian:unstable,7.50.1-1
6153,curl,CVE-2015-3143,debian:unstable,7.42.0-1
6154,curl,CVE-2016-5420,debian:unstable,7.50.1-1
6155,curl,CVE-2013-4545,debian:unstable,7.33.0-1
6156,curl,CVE-2019-5481,debian:unstable,#MAXV#
6157,curl,CVE-2019-5482,debian:unstable,#MAXV#
6158,curl,CVE-2019-5482,debian:unstable,7.66.0-1
6159,curl,CVE-2019-5481,debian:unstable,7.66.0-1
6160,curl,CVE-2019-5482,debian:unstable,7.66.0-1
6161,curl,CVE-2019-5481,debian:unstable,7.66.0-1
6162,curl,CVE-2019-5482,debian:unstable,7.66.0-1
6163,curl,CVE-2019-5481,debian:unstable,7.66.0-1
6164,curl,CVE-2019-3822,debian:9,7.52.1-5+deb9u9
6165,curl,CVE-2016-8621,debian:9,7.51.0-1
6166,curl,CVE-2017-8817,debian:9,7.52.1-5+deb9u3
6167,curl,CVE-2009-0037,debian:9,7.18.2-8.1
6168,curl,CVE-2018-1000007,debian:9,7.52.1-5+deb9u4
6169,curl,CVE-2016-7167,debian:9,7.51.0-1
6170,curl,CVE-2005-4077,debian:9,7.15.1-1
6171,curl,CVE-2013-6422,debian:9,7.34.0-1
6172,curl,CVE-2014-0015,debian:9,7.35.0-1
6173,curl,CVE-2018-16842,debian:9,7.52.1-5+deb9u8
6174,curl,CVE-2005-3185,debian:9,7.15.0-1
6175,curl,CVE-2016-8616,debian:9,7.51.0-1
6176,curl,CVE-2014-8150,debian:9,7.38.0-4
6177,curl,CVE-2014-3707,debian:9,7.38.0-3
6178,curl,CVE-2018-1000122,debian:9,7.52.1-5+deb9u5
6179,curl,CVE-2015-3143,debian:9,7.42.0-1
6180,curl,CVE-2003-1605,debian:9,7.10.7-1
6181,curl,CVE-2016-8620,debian:9,7.51.0-1
6182,curl,CVE-2009-2417,debian:9,7.19.5-1.1
6183,curl,CVE-2014-0139,debian:9,7.36.0-1
6184,curl,CVE-2016-8622,debian:9,7.51.0-1
6185,curl,CVE-2017-1000101,debian:9,7.52.1-5+deb9u1
